Client_ID,State,Facility_Type,Monthly_Cost ,Performance_Score,Optimization_Process,Monthly_Cost_Savings ,Employees_on_Site
19992,Enugu,Data Center,455603,78.75,Sustainable Practices,6270,256
1877,Akwa Ibom,Data Center,227191,92.18,Sustainable Practices,6910,351
17690,Kebbi,Manufacturing Plant,281146,95.12,Security Enhancement,9440,409
18994,Oyo,Warehouse,89040,76.86,Sustainable Practices,6585,264
11296,Katsina,Data Center,363428,65.84,Security Enhancement,24155,330
3550,Borno,Warehouse,87047,65.03,Energy Efficiency,37790,304
10323,Abia,Data Center,466970,95.58,Energy Efficiency,17789,398
9183,Adamawa,Manufacturing Plant,382136,60.94,Preventive Maintenance,32595,178
10080,Yobe,Manufacturing Plant,224811,66.74,Preventive Maintenance,27337,134
17736,Yobe,Office,173428,91.14,Energy Efficiency,40884,364
14263,Enugu,Retail Store,407011,77.38,Energy Efficiency,14690,296
757,Kaduna,Manufacturing Plant,284111,69.62,Security Enhancement,39178,83
5104,Ebonyi,Warehouse,388428,77.16,Preventive Maintenance,11981,82
8286,Kaduna,Warehouse,166445,67.07,Energy Efficiency,9752,392
14487,Delta,Warehouse,418511,68.15,Space Utilization,23894,428
2556,Osun,Manufacturing Plant,188393,67.04,Sustainable Practices,45371,247
14051,Jigawa,Warehouse,166684,78.63,Space Utilization,18589,40
18374,Delta,Office,167517,95.87,Energy Efficiency,31065,494
1929,Yobe,Office,377667,94.07,Preventive Maintenance,18284,134
13972,Kano,Retail Store,222276,76.59,Sustainable Practices,9032,394
18036,Kebbi,Office,325115,72.35,Sustainable Practices,40440,76
5270,Anambra,Warehouse,62678,89.12,Space Utilization,13389,497
2510,Gombe,Manufacturing Plant,461721,60.72,Space Utilization,22556,407
11682,Borno,Office,269536,68.89,Security Enhancement,30964,49
10774,Edo,Office,143664,72.96,Sustainable Practices,14067,380
10744,Yobe,Data Center,77024,95.67,Sustainable Practices,41739,339
2415,Lagos,Office,218459,78,Space Utilization,46981,151
13750,Edo,Data Center,495199,69.13,Energy Efficiency,22215,282
575,Kogi,Data Center,108732,65.15,Space Utilization,20739,321
14756,Ondo,Data Center,401094,65.66,Space Utilization,40779,116
2578,Lagos,Retail Store,87381,72.5,Energy Efficiency,42450,217
18566,Edo,Retail Store,475549,80.16,Preventive Maintenance,31785,268
8053,Adamawa,Retail Store,403454,77.05,Energy Efficiency,18357,419
10436,Adamawa,Retail Store,212469,76.83,Security Enhancement,21681,360
5482,Kebbi,Data Center,273482,73.4,Space Utilization,16201,278
1005,Imo,Retail Store,274457,95.71,Security Enhancement,30827,213
18788,Ekiti,Manufacturing Plant,176905,94.99,Sustainable Practices,15219,163
18009,Cross River,Office,489473,80.04,Security Enhancement,8840,356
4069,Gombe,Retail Store,108271,61.88,Space Utilization,20553,106
107,Adamawa,Manufacturing Plant,300320,93.16,Space Utilization,23216,7
15215,Kano,Office,426331,99.43,Space Utilization,48369,186
10609,Taraba,Office,175329,66.92,Energy Efficiency,45920,264
8296,Abia,Retail Store,186759,61.98,Security Enhancement,7082,487
6665,Borno,Retail Store,211621,61.11,Space Utilization,32401,166
15636,Kogi,Retail Store,199519,60.02,Preventive Maintenance,29728,378
13623,Jigawa,Manufacturing Plant,333167,87.26,Energy Efficiency,6453,410
19528,Taraba,Retail Store,304733,72.3,Preventive Maintenance,24833,447
14201,Anambra,Data Center,429971,75.4,Security Enhancement,18474,328
13839,Bauchi,Warehouse,450761,95.88,Sustainable Practices,49628,265
8795,Jigawa,Data Center,434838,91.2,Preventive Maintenance,15896,66
12722,Rivers,Data Center,454722,97.71,Sustainable Practices,39131,32
564,Rivers,Retail Store,244135,64.09,Security Enhancement,28936,48
5164,Benue,Retail Store,153710,88.97,Sustainable Practices,25099,347
4141,Gombe,Manufacturing Plant,402468,88.84,Energy Efficiency,11367,315
15956,Yobe,Warehouse,401680,62.13,Security Enhancement,42059,210
14823,Kwara,Retail Store,345947,72.3,Sustainable Practices,22024,297
14566,Anambra,Data Center,264662,66.19,Energy Efficiency,46035,189
19047,Oyo,Office,324858,61.37,Preventive Maintenance,24556,18
6840,Bayelsa,Manufacturing Plant,232154,89.54,Security Enhancement,35666,279
8227,Abia,Warehouse,454309,73.45,Energy Efficiency,32093,281
295,Ekiti,Data Center,306092,82.95,Space Utilization,12934,403
9148,Ebonyi,Manufacturing Plant,229729,88.61,Energy Efficiency,49186,398
10504,Benue,Office,200293,77.63,Security Enhancement,40472,178
13108,Anambra,Manufacturing Plant,297560,66.84,Space Utilization,8985,176
16073,Anambra,Manufacturing Plant,450851,91.21,Space Utilization,34775,490
15582,Jigawa,Office,394129,73.23,Energy Efficiency,41820,86
2514,Kano,Data Center,355926,77.09,Sustainable Practices,44317,475
9276,Gombe,Office,463546,99.41,Energy Efficiency,44106,99
10197,Anambra,Retail Store,206643,97.25,Security Enhancement,49848,362
18139,Kwara,Warehouse,185073,73.48,Space Utilization,28355,57
1463,Lagos,Office,396874,83.75,Sustainable Practices,21490,37
9316,Akwa Ibom,Warehouse,457766,90.23,Security Enhancement,41054,37
15450,Nasarawa,Retail Store,496975,67.26,Energy Efficiency,46656,133
14021,Taraba,Office,236476,65.34,Space Utilization,32860,190
6292,Osun,Data Center,284832,68.33,Security Enhancement,44684,44
17662,Lagos,Warehouse,480178,83.02,Security Enhancement,19277,192
5369,Benue,Retail Store,161682,65.67,Space Utilization,16105,231
13073,Adamawa,Data Center,191400,62.53,Sustainable Practices,5236,499
10528,Ogun,Retail Store,457233,85.06,Space Utilization,44065,224
13516,Adamawa,Data Center,480446,62.55,Preventive Maintenance,10921,153
3577,Yobe,Data Center,86718,65.17,Preventive Maintenance,41671,339
4528,Osun,Data Center,495384,66.35,Security Enhancement,10201,295
16251,Oyo,Office,247369,85.95,Energy Efficiency,41444,179
17212,Sokoto,Warehouse,418531,66.27,Preventive Maintenance,11232,216
7621,Lagos,Office,220869,77.9,Preventive Maintenance,36169,269
1445,Zamfara,Data Center,360182,76.46,Space Utilization,26784,389
16042,Kwara,Warehouse,327914,66.41,Energy Efficiency,35201,401
12501,Rivers,Office,343658,61.71,Security Enhancement,47418,129
11351,Kaduna,Manufacturing Plant,82168,96.38,Space Utilization,49836,156
5432,Imo,Retail Store,150641,84.98,Sustainable Practices,33990,97
19092,Kebbi,Warehouse,53043,82.85,Space Utilization,28942,224
8190,Ondo,Retail Store,306671,99.75,Security Enhancement,17579,468
2781,Edo,Data Center,143317,70.27,Security Enhancement,18768,180
10057,Enugu,Manufacturing Plant,181119,79.4,Sustainable Practices,30451,454
8685,Oyo,Retail Store,493691,69.12,Preventive Maintenance,47139,75
12942,Borno,Data Center,187851,80.37,Preventive Maintenance,19200,483
7446,Lagos,Manufacturing Plant,351809,97.39,Security Enhancement,30538,333
15697,Kano,Warehouse,284542,63.46,Space Utilization,5103,452
17016,Adamawa,Manufacturing Plant,102246,95.6,Space Utilization,18824,404
2302,Kano,Manufacturing Plant,445861,76.1,Sustainable Practices,44258,279
3975,Kwara,Manufacturing Plant,220162,82.96,Sustainable Practices,30758,478
6806,Kebbi,Manufacturing Plant,200599,87.1,Security Enhancement,34111,302
12208,Sokoto,Manufacturing Plant,128041,65.98,Sustainable Practices,48065,330
14961,Delta,Retail Store,344023,92.04,Energy Efficiency,14598,309
3796,Taraba,Data Center,446631,86.28,Preventive Maintenance,22203,331
3708,Zamfara,Data Center,388561,87.66,Security Enhancement,6076,59
9753,Abia,Warehouse,431722,97.35,Energy Efficiency,6039,336
13141,Enugu,Warehouse,326578,83.26,Space Utilization,12837,238
4156,Borno,Office,287064,65.45,Sustainable Practices,29140,92
11884,Cross River,Retail Store,345737,87.86,Sustainable Practices,6165,215
9257,Ondo,Manufacturing Plant,256338,65.16,Energy Efficiency,24510,156
13459,Bauchi,Retail Store,414824,70.78,Sustainable Practices,46966,273
19395,Ogun,Manufacturing Plant,418154,74.45,Sustainable Practices,11192,242
3817,Kaduna,Retail Store,422351,97.01,Sustainable Practices,23021,186
6827,Gombe,Manufacturing Plant,480794,85.44,Space Utilization,47327,66
16121,Niger,Office,411419,69.68,Energy Efficiency,7337,14
17133,Kogi,Retail Store,458827,93.07,Security Enhancement,43322,97
17385,Bayelsa,Retail Store,482235,88.86,Space Utilization,7993,75
61,Ogun,Data Center,412905,81,Sustainable Practices,7537,394
4480,Ondo,Office,226348,60.36,Security Enhancement,43098,465
7900,Enugu,Manufacturing Plant,402020,80.3,Security Enhancement,7945,45
12867,Enugu,Warehouse,55941,72.85,Energy Efficiency,31022,135
3443,Oyo,Office,453636,86.07,Preventive Maintenance,34488,388
13282,Zamfara,Warehouse,52453,97.44,Space Utilization,29971,404
11271,Lagos,Office,133745,83.78,Energy Efficiency,23858,161
16673,Ebonyi,Office,217889,77.4,Security Enhancement,48948,374
19074,Ebonyi,Manufacturing Plant,439353,93.56,Energy Efficiency,20542,267
16325,Taraba,Retail Store,108677,62.25,Energy Efficiency,47136,77
14929,Taraba,Warehouse,64061,87.91,Sustainable Practices,25414,104
13671,Kano,Data Center,493584,98.99,Space Utilization,5754,177
7835,Yobe,Retail Store,381119,69.93,Sustainable Practices,17085,296
4165,Katsina,Data Center,97852,63.68,Energy Efficiency,36595,86
17554,Ebonyi,Office,154063,96.66,Security Enhancement,38736,232
3577,Borno,Warehouse,224992,66.05,Space Utilization,33477,288
18104,Jigawa,Manufacturing Plant,433585,67.06,Security Enhancement,17030,442
9823,Ogun,Office,498890,61.49,Energy Efficiency,47392,27
6289,Plateau,Retail Store,446292,85.89,Preventive Maintenance,35827,175
1901,Akwa Ibom,Manufacturing Plant,238064,75.93,Sustainable Practices,8480,425
8845,Katsina,Manufacturing Plant,469660,96.16,Space Utilization,30182,227
10057,Borno,Manufacturing Plant,281778,86.01,Space Utilization,21694,329
732,Abia,Office,452589,71.68,Space Utilization,20330,476
1508,Gombe,Office,162578,90.44,Security Enhancement,10106,86
18840,Bauchi,Warehouse,50906,70.92,Sustainable Practices,18877,268
15548,Niger,Data Center,54231,89.48,Sustainable Practices,20920,195
1099,Osun,Data Center,418192,86.96,Preventive Maintenance,34015,348
8974,Ogun,Office,316011,85.5,Sustainable Practices,27670,420
9472,Sokoto,Retail Store,311840,92.41,Security Enhancement,29476,222
16590,Bayelsa,Retail Store,199656,77.31,Space Utilization,15217,204
735,Ondo,Manufacturing Plant,291329,86.86,Sustainable Practices,31365,375
19543,Kaduna,Manufacturing Plant,216979,84.14,Space Utilization,10189,395
9016,Katsina,Warehouse,491118,62.93,Space Utilization,44090,298
2933,Ekiti,Office,407429,90.72,Space Utilization,17014,183
14980,Ogun,Office,314050,84.15,Sustainable Practices,27500,486
18440,Kano,Warehouse,202230,63.47,Energy Efficiency,13263,416
6677,Yobe,Manufacturing Plant,465337,88.43,Space Utilization,47217,141
2531,Borno,Warehouse,305482,74.8,Space Utilization,42868,56
7530,Delta,Retail Store,214572,97.34,Preventive Maintenance,34939,197
8717,Benue,Retail Store,231662,74.05,Space Utilization,16337,260
1235,Taraba,Office,237664,90.93,Security Enhancement,39258,131
9866,Adamawa,Data Center,245656,86.47,Preventive Maintenance,47196,137
2730,Osun,Retail Store,196379,94.12,Preventive Maintenance,16311,145
3645,Ebonyi,Manufacturing Plant,151035,79,Sustainable Practices,19583,252
3330,Ekiti,Manufacturing Plant,90214,78.51,Security Enhancement,6596,129
15473,Osun,Retail Store,175571,64.35,Security Enhancement,37426,74
19074,Ogun,Data Center,467850,79.53,Sustainable Practices,27880,490
16209,Ebonyi,Manufacturing Plant,316768,89.1,Security Enhancement,30690,332
8832,Osun,Office,60425,97.82,Space Utilization,12820,36
5183,Kebbi,Manufacturing Plant,222365,77.37,Energy Efficiency,45844,168
3202,Oyo,Warehouse,482189,89.99,Security Enhancement,23697,163
9774,Yobe,Office,370227,91.88,Preventive Maintenance,22810,323
12196,Plateau,Office,142285,79.28,Energy Efficiency,47314,169
586,Abia,Manufacturing Plant,202270,91.6,Security Enhancement,17260,69
947,Bayelsa,Manufacturing Plant,248521,66.9,Preventive Maintenance,10772,423
18419,Benue,Manufacturing Plant,485948,92.71,Energy Efficiency,22252,448
17100,Sokoto,Manufacturing Plant,315164,91.68,Sustainable Practices,34426,44
3485,Yobe,Office,289238,64.81,Sustainable Practices,22180,222
3421,Adamawa,Manufacturing Plant,89638,63.35,Energy Efficiency,6173,418
7983,Rivers,Manufacturing Plant,459198,77.34,Energy Efficiency,9942,21
8705,Cross River,Retail Store,485389,67.81,Space Utilization,21721,195
14009,Ekiti,Warehouse,224522,73.89,Preventive Maintenance,47615,322
19616,Zamfara,Retail Store,405112,64.43,Space Utilization,21707,454
2929,Abia,Manufacturing Plant,395391,68.6,Space Utilization,13243,117
11559,Bauchi,Warehouse,353495,66.52,Preventive Maintenance,29419,311
7597,Bauchi,Office,320226,80.83,Preventive Maintenance,19920,320
16456,Cross River,Office,442978,92.43,Preventive Maintenance,47389,323
3930,Lagos,Warehouse,147416,94.61,Energy Efficiency,37053,367
19173,Cross River,Data Center,356503,64.07,Preventive Maintenance,7477,151
248,Lagos,Office,283958,71.6,Sustainable Practices,17290,33
3616,Edo,Data Center,476150,92.57,Energy Efficiency,43422,328
5654,Ebonyi,Office,144434,62.09,Preventive Maintenance,8823,329
13725,Zamfara,Warehouse,302466,88.14,Energy Efficiency,16452,191
242,Yobe,Data Center,214860,98.17,Security Enhancement,37393,116
1612,Kano,Manufacturing Plant,141412,86.84,Energy Efficiency,8705,114
18343,Zamfara,Office,456325,90.4,Sustainable Practices,24460,316
7774,Kogi,Warehouse,340872,78.21,Energy Efficiency,15943,108
5845,Yobe,Retail Store,241817,72.33,Energy Efficiency,33405,84
14980,Kano,Office,331430,91.57,Security Enhancement,6332,446
10061,Katsina,Data Center,366696,69.27,Security Enhancement,35218,486
11778,Borno,Retail Store,159739,70.67,Sustainable Practices,38188,158
7548,Enugu,Office,329922,90.16,Sustainable Practices,11646,165
17214,Imo,Office,109295,80.95,Security Enhancement,23120,387
2746,Abia,Data Center,326061,77.98,Energy Efficiency,5281,174
1113,Enugu,Office,224214,71.83,Preventive Maintenance,45990,343
12478,Borno,Office,462842,72.14,Security Enhancement,28588,228
7333,Niger,Data Center,246991,70.2,Sustainable Practices,18035,121
1328,Bauchi,Warehouse,245996,99.08,Security Enhancement,44517,159
11271,Ogun,Retail Store,357995,74.55,Security Enhancement,11186,349
9256,Ekiti,Manufacturing Plant,217137,88.17,Energy Efficiency,19593,366
2418,Gombe,Retail Store,120457,60.86,Sustainable Practices,19989,434
17240,Kwara,Retail Store,151243,93.84,Energy Efficiency,34730,400
6190,Kogi,Retail Store,79099,60.44,Space Utilization,5213,33
6116,Akwa Ibom,Retail Store,144388,88.66,Space Utilization,46546,253
1741,Plateau,Retail Store,98743,82.08,Energy Efficiency,49384,444
12979,Rivers,Retail Store,124499,81.14,Space Utilization,26789,235
10975,Osun,Retail Store,170790,88.22,Sustainable Practices,25099,472
19926,Ogun,Retail Store,406656,72.08,Sustainable Practices,15519,263
14951,Delta,Warehouse,190158,72.34,Sustainable Practices,19980,486
2538,Rivers,Warehouse,249392,93.98,Preventive Maintenance,30034,10
5252,Kwara,Warehouse,208876,61.77,Space Utilization,45653,231
9700,Kaduna,Retail Store,237933,74.92,Preventive Maintenance,15964,239
16803,Yobe,Data Center,267934,81.26,Security Enhancement,12565,13
19028,Sokoto,Warehouse,274201,83.04,Space Utilization,48286,230
14742,Cross River,Manufacturing Plant,498499,60.35,Preventive Maintenance,8685,14
16685,Edo,Data Center,247032,87.95,Sustainable Practices,28025,27
14168,Bayelsa,Manufacturing Plant,231078,72.14,Space Utilization,36686,313
18806,Oyo,Warehouse,276189,75.98,Space Utilization,23427,304
2588,Bayelsa,Manufacturing Plant,98794,62.33,Space Utilization,47814,283
10440,Imo,Manufacturing Plant,235355,63.22,Security Enhancement,36967,263
2367,Kano,Manufacturing Plant,369149,82.98,Sustainable Practices,39793,267
13526,Cross River,Office,259325,82.68,Security Enhancement,38407,10
10455,Kebbi,Retail Store,331121,97.28,Preventive Maintenance,21982,344
4022,Zamfara,Office,80267,66.79,Energy Efficiency,27418,296
3060,Osun,Retail Store,57016,94.05,Security Enhancement,45639,382
8096,Borno,Retail Store,443409,72.5,Space Utilization,31086,372
9364,Oyo,Warehouse,168544,98.03,Energy Efficiency,39559,76
11755,Kogi,Manufacturing Plant,483359,76.4,Energy Efficiency,24550,67
5707,Anambra,Retail Store,131234,90.92,Sustainable Practices,37575,197
15099,Oyo,Data Center,128386,72.16,Space Utilization,12902,420
6536,Delta,Office,99054,78.01,Preventive Maintenance,45999,435
11693,Kaduna,Warehouse,174882,61.87,Security Enhancement,10006,53
3739,Katsina,Retail Store,435194,65.14,Space Utilization,49562,424
8844,Taraba,Office,270716,86.34,Preventive Maintenance,28565,481
10975,Bayelsa,Data Center,127402,67.89,Sustainable Practices,10501,261
6906,Benue,Manufacturing Plant,383135,75.55,Energy Efficiency,41355,54
1266,Osun,Manufacturing Plant,270979,60.93,Energy Efficiency,28549,309
11735,Imo,Warehouse,359296,66.96,Space Utilization,46909,164
7057,Edo,Warehouse,431295,67.21,Space Utilization,11777,214
19658,Yobe,Manufacturing Plant,86010,78.01,Energy Efficiency,10516,390
17696,Enugu,Warehouse,78044,83.63,Energy Efficiency,13613,328
12956,Bayelsa,Retail Store,347470,63.79,Energy Efficiency,23485,421
8060,Adamawa,Manufacturing Plant,433826,70.16,Sustainable Practices,29905,359
10876,Rivers,Office,174020,71.2,Preventive Maintenance,20070,104
3566,Kebbi,Retail Store,367385,66.06,Space Utilization,29711,154
14577,Yobe,Retail Store,304993,87.66,Preventive Maintenance,27315,121
18244,Zamfara,Data Center,279767,67.98,Preventive Maintenance,21334,489
15338,Cross River,Office,421091,79.72,Preventive Maintenance,19647,471
11835,Niger,Warehouse,329717,93.94,Sustainable Practices,31521,315
11045,Bauchi,Warehouse,139930,87.78,Space Utilization,18909,219
9300,Nasarawa,Retail Store,194067,69.77,Space Utilization,24291,70
3075,Sokoto,Manufacturing Plant,122416,94.73,Preventive Maintenance,19384,178
15012,Ondo,Data Center,75199,88.72,Sustainable Practices,48751,271
11685,Katsina,Warehouse,177098,66.03,Security Enhancement,5645,342
15285,Enugu,Manufacturing Plant,411122,86.59,Security Enhancement,36418,203
10943,Zamfara,Warehouse,201819,76.69,Security Enhancement,34452,367
14872,Edo,Manufacturing Plant,187048,61.05,Preventive Maintenance,10921,438
18398,Zamfara,Retail Store,247820,85.13,Space Utilization,13855,37
9413,Ogun,Retail Store,77140,73.68,Security Enhancement,22820,400
6670,Abia,Manufacturing Plant,163685,69.98,Preventive Maintenance,14976,208
497,Imo,Manufacturing Plant,335704,88.71,Security Enhancement,44200,457
4650,Taraba,Retail Store,143461,88.14,Sustainable Practices,18565,337
8453,Ekiti,Manufacturing Plant,111947,66.4,Preventive Maintenance,8233,451
1795,Kebbi,Manufacturing Plant,68737,99.52,Preventive Maintenance,19013,67
660,Plateau,Warehouse,118944,89.44,Security Enhancement,41856,295
5049,Zamfara,Warehouse,189827,62.42,Space Utilization,48647,300
19283,Kaduna,Warehouse,184723,96.91,Space Utilization,19213,288
4654,Rivers,Warehouse,237532,75.33,Sustainable Practices,18857,497
1100,Rivers,Warehouse,271167,90.91,Space Utilization,28334,95
6408,Kaduna,Warehouse,406018,86.79,Energy Efficiency,31210,222
3737,Delta,Retail Store,104391,93.51,Energy Efficiency,36929,183
17265,Lagos,Data Center,101499,67.08,Security Enhancement,22823,240
11134,Sokoto,Warehouse,102615,87.62,Sustainable Practices,12079,75
6860,Akwa Ibom,Warehouse,200873,97.19,Energy Efficiency,5104,82
18974,Katsina,Warehouse,495506,61.7,Security Enhancement,45490,242
15288,Rivers,Manufacturing Plant,247108,99.27,Security Enhancement,20378,85
12807,Plateau,Office,289080,68.68,Preventive Maintenance,22455,179
15587,Niger,Warehouse,329225,65.74,Security Enhancement,39058,107
8703,Kebbi,Office,349923,67.88,Energy Efficiency,20858,96
7476,Lagos,Warehouse,341069,62.58,Sustainable Practices,26854,145
8435,Kebbi,Warehouse,316775,89.57,Space Utilization,25330,262
13338,Plateau,Office,400975,85.94,Space Utilization,44151,182
12090,Ebonyi,Warehouse,229047,74.43,Energy Efficiency,5468,468
16292,Kaduna,Retail Store,462211,82.37,Security Enhancement,33084,305
10200,Imo,Data Center,274213,94.64,Sustainable Practices,26685,402
3336,Imo,Manufacturing Plant,377855,73.81,Preventive Maintenance,22784,92
2320,Niger,Manufacturing Plant,497013,93.56,Space Utilization,48499,89
6135,Gombe,Retail Store,340257,92.2,Energy Efficiency,32628,453
1442,Zamfara,Warehouse,135724,69.74,Energy Efficiency,9618,69
18287,Bayelsa,Data Center,260011,60.71,Space Utilization,15939,491
5270,Plateau,Data Center,356252,63.38,Space Utilization,28061,318
9114,Kwara,Retail Store,215255,83.19,Energy Efficiency,18179,98
487,Yobe,Retail Store,208779,69.34,Space Utilization,11356,145
18158,Imo,Data Center,288171,84.84,Security Enhancement,12481,447
16633,Abia,Office,354678,81.93,Energy Efficiency,29136,13
4672,Lagos,Data Center,82829,86.11,Preventive Maintenance,5920,190
12275,Nasarawa,Office,254521,69.1,Security Enhancement,17971,480
17377,Plateau,Data Center,313499,83.38,Security Enhancement,31421,166
14173,Ondo,Warehouse,381143,82.4,Energy Efficiency,14141,450
5683,Kogi,Manufacturing Plant,75796,85.62,Preventive Maintenance,42836,446
17893,Borno,Data Center,238621,71.06,Energy Efficiency,43848,55
4299,Enugu,Data Center,260193,98.15,Preventive Maintenance,49137,385
15965,Katsina,Office,332057,80.95,Sustainable Practices,23356,446
16044,Bauchi,Manufacturing Plant,60611,85.99,Sustainable Practices,34578,103
14735,Enugu,Retail Store,62668,86.52,Security Enhancement,36873,338
3941,Kaduna,Warehouse,439837,63.64,Preventive Maintenance,12454,209
1982,Ogun,Office,67714,85.89,Preventive Maintenance,42128,183
75,Plateau,Office,111734,78.58,Security Enhancement,8598,189
5627,Abia,Warehouse,149220,79.63,Preventive Maintenance,45430,209
1496,Anambra,Data Center,55422,98.58,Preventive Maintenance,29243,500
17671,Niger,Warehouse,222493,82.92,Sustainable Practices,21827,456
1384,Kaduna,Warehouse,135091,87.38,Space Utilization,27985,55
1543,Taraba,Data Center,388201,76.98,Sustainable Practices,10434,307
19250,Cross River,Data Center,231981,62.09,Preventive Maintenance,19252,78
12867,Zamfara,Warehouse,337478,70.8,Space Utilization,14173,32
1254,Edo,Retail Store,287381,81.39,Preventive Maintenance,33416,238
6945,Ogun,Office,426818,75.64,Energy Efficiency,44001,127
16048,Ebonyi,Manufacturing Plant,329973,85.03,Sustainable Practices,17539,324
12261,Oyo,Manufacturing Plant,255214,88.76,Security Enhancement,17949,384
15297,Enugu,Retail Store,487641,67.94,Security Enhancement,7751,78
17723,Kebbi,Data Center,355578,76.62,Preventive Maintenance,29575,357
3219,Delta,Office,417171,80.26,Space Utilization,25417,418
17582,Nasarawa,Data Center,403857,88.99,Space Utilization,36141,249
15725,Akwa Ibom,Office,386003,89.15,Security Enhancement,49330,278
18177,Oyo,Manufacturing Plant,193090,98.41,Preventive Maintenance,28810,458
4303,Zamfara,Office,79528,65.37,Security Enhancement,30628,225
5853,Abia,Retail Store,151341,83.98,Energy Efficiency,7125,355
6616,Bauchi,Warehouse,397518,82.13,Space Utilization,27852,275
16896,Lagos,Warehouse,249395,86.95,Space Utilization,10915,115
14684,Jigawa,Office,225271,64.64,Security Enhancement,46374,99
17447,Osun,Data Center,438938,78.38,Security Enhancement,16583,331
491,Oyo,Manufacturing Plant,466434,71.6,Space Utilization,32373,76
15257,Kogi,Office,310955,73.42,Security Enhancement,23629,477
18037,Gombe,Manufacturing Plant,157203,70.54,Preventive Maintenance,36990,389
18835,Cross River,Warehouse,477218,67.46,Sustainable Practices,46860,102
7611,Katsina,Data Center,235500,72.07,Preventive Maintenance,43850,340
19928,Delta,Warehouse,92938,71.1,Preventive Maintenance,5703,435
14462,Katsina,Manufacturing Plant,159849,79.5,Security Enhancement,28765,339
1261,Imo,Manufacturing Plant,74244,88.85,Sustainable Practices,45604,55
14032,Kebbi,Retail Store,333056,66.2,Sustainable Practices,48368,440
12229,Nasarawa,Warehouse,206759,88.79,Sustainable Practices,12024,168
7478,Abia,Data Center,465863,60.99,Sustainable Practices,33784,204
3414,Ebonyi,Data Center,193688,65.58,Preventive Maintenance,45873,495
3583,Cross River,Data Center,248957,67.07,Sustainable Practices,42503,227
6655,Jigawa,Manufacturing Plant,337610,70.54,Energy Efficiency,37470,366
14399,Jigawa,Warehouse,143222,75.4,Security Enhancement,9119,412
5657,Ogun,Data Center,479031,97.32,Space Utilization,11246,227
14911,Sokoto,Data Center,408507,74.86,Space Utilization,37383,11
6079,Kano,Data Center,450466,61.75,Sustainable Practices,46975,323
18169,Kwara,Data Center,484475,76.12,Sustainable Practices,26349,424
2165,Plateau,Warehouse,241079,78.04,Preventive Maintenance,8015,425
3486,Kaduna,Manufacturing Plant,100709,96.63,Space Utilization,22633,180
9454,Adamawa,Manufacturing Plant,290482,98.47,Space Utilization,40659,383
1180,Taraba,Retail Store,249602,94.16,Security Enhancement,46512,424
15658,Lagos,Data Center,232577,81.61,Security Enhancement,5130,58
10306,Ondo,Warehouse,226411,61.07,Preventive Maintenance,42497,225
231,Cross River,Data Center,262810,86.14,Space Utilization,35597,451
2192,Delta,Manufacturing Plant,143417,89.93,Security Enhancement,13810,78
8864,Delta,Manufacturing Plant,88546,85.38,Sustainable Practices,28210,301
15951,Plateau,Warehouse,173666,85.12,Energy Efficiency,6478,394
5729,Lagos,Retail Store,477202,63.46,Security Enhancement,28083,457
10996,Delta,Office,120898,84.69,Energy Efficiency,7587,186
13746,Kano,Warehouse,362202,72.38,Space Utilization,6265,202
13825,Kebbi,Office,195102,65.88,Energy Efficiency,45587,203
19410,Ebonyi,Office,287947,78.2,Security Enhancement,28597,468
6070,Borno,Manufacturing Plant,194612,62.33,Preventive Maintenance,47286,152
57,Cross River,Retail Store,226914,64.73,Energy Efficiency,38736,497
908,Ondo,Retail Store,90941,73.61,Energy Efficiency,45038,5
11471,Kwara,Manufacturing Plant,223230,93.26,Preventive Maintenance,15085,75
16215,Taraba,Office,120863,81.16,Sustainable Practices,28729,322
5562,Benue,Manufacturing Plant,315542,68.81,Security Enhancement,27788,358
3586,Taraba,Office,396321,99.03,Space Utilization,18773,428
6633,Ekiti,Warehouse,479770,77.18,Energy Efficiency,5898,169
14045,Edo,Retail Store,492109,85.79,Space Utilization,38624,160
19961,Gombe,Office,400012,71.87,Sustainable Practices,29151,61
524,Adamawa,Office,490006,62.51,Energy Efficiency,37139,31
6806,Lagos,Office,427231,65.97,Space Utilization,37537,482
12319,Taraba,Retail Store,231931,64.69,Preventive Maintenance,37890,49
10661,Sokoto,Warehouse,472110,99.64,Space Utilization,20393,254
604,Plateau,Warehouse,247085,61.29,Space Utilization,27455,230
5764,Taraba,Retail Store,377767,96.25,Energy Efficiency,24263,339
13569,Rivers,Manufacturing Plant,407010,82.25,Security Enhancement,21886,87
16425,Niger,Data Center,368423,60.16,Energy Efficiency,7034,360
16197,Borno,Data Center,385165,99.92,Energy Efficiency,41977,239
5243,Zamfara,Data Center,314672,92.49,Preventive Maintenance,10602,99
6261,Bayelsa,Manufacturing Plant,348787,65.79,Energy Efficiency,33611,92
139,Katsina,Data Center,287360,78.65,Security Enhancement,16527,315
8064,Zamfara,Warehouse,303776,75.62,Preventive Maintenance,6355,474
13298,Gombe,Retail Store,213379,90.93,Energy Efficiency,24640,305
5170,Zamfara,Data Center,194396,62.27,Security Enhancement,17282,421
9161,Adamawa,Manufacturing Plant,297356,90.84,Space Utilization,31710,363
15103,Adamawa,Retail Store,325189,76.92,Space Utilization,16979,399
5895,Bauchi,Warehouse,69176,84.77,Energy Efficiency,26372,391
